"station","date","lat","lon","NO23","uni"
"21FLCOSP_WQX-CB-01","2021-03-23",27.744538,-82.680876,0.05,"mg/L"
"21FLHILL_WQX-264","2021-03-24",27.682529,-82.496771,0.04,"mg/L"
"21FLPDEM_WQX-E2-C-21-06","2021-09-15",27.956029988,-82.6879,0.01,"mg/L"
"21FLHILL_WQX-104","2021-03-01",27.981868039,-82.562595273,0.042,"mg/L"
"21FLPDEM_WQX-LT-D-21-07","2021-10-13",28.095439988,-82.7217,0.01,"mg/L"
"21FLMANA_WQX-362","2021-06-16",27.612975001,-82.5776416,0.009,"mg/L"
"21FLPDEM_WQX-E3-B-21-05","2021-07-27",27.927629988,-82.67568,0.01,"mg/L"
"21FLHILL_WQX-502","2021-04-06",27.985539157,-82.570194739,0.013,"mg/L"
"21FLPDEM_WQX-E4-B-21-06","2021-09-08",27.887389988,-82.58826,0.01,"mg/L"
"21FLPDEM_WQX-FD-D-21-06","2021-09-21",27.644169988,-82.7355,0.01,"mg/L"
"21FLHILL_WQX-14","2021-05-10",27.778,-82.520302,0.013,"mg/L"
"21FLPDEM_WQX-E5-A-21-06","2021-09-20",27.848149988,-82.59818,0.01,"mg/L"
"21FLHILL_WQX-73","2021-01-11",27.8281,-82.413101,0.013,"mg/L"
"21FLCOSP_WQX-COSPE6-C2104","2021-06-28",27.812796955,-82.59133,0.01,"mg/L"
"21FLHILL_WQX-158","2021-02-01",28.033874251,-82.621692449,0.087,"mg/L"
"21FLPDEM_WQX-22-16","2021-06-21",27.91947809,-82.720023585,0.04,"mg/L"
"21FLHILL_WQX-102","2021-09-08",28.010599,-82.607803,0.112,"mg/L"
"21FLHILL_WQX-272","2021-05-05",27.939527313,-82.530549623,0.013,"mg/L"
"21FLCOSP_WQX-51-02","2021-03-22",27.717703,-82.642009,0.02,"mg/L"
"21FLHILL_WQX-147","2021-09-27",27.981646767,-82.354791449,0.026,"mg/L"
"21FLHILL_WQX-509","2021-10-05",28.157066,-82.5065,0.017,"mg/L"
"21FLMANA_WQX-361","2021-07-12",27.628516601,-82.5919333,0.009,"mg/L"
"21FLCOSP_WQX-COSPE7-C2108","2021-12-20",27.765999987,-82.61794,0.01,"mg/L"
"21FLHILL_WQX-273","2021-10-06",27.933682987,-82.527317,0.013,"mg/L"
"21FLHILL_WQX-67","2021-11-02",27.9002,-82.592003,0.033,"mg/L"
"21FLHILL_WQX-132","2021-04-27",27.835316135,-82.346139991,0.213,"mg/L"
"21FLCOSP_WQX-COSPLM-2","2021-02-17",27.738928,-82.650814,0.01,"mg/L"
"21FLHILL_WQX-55","2021-04-13",27.8493,-82.431396,0.013,"mg/L"
"21FLHILL_WQX-163","2021-09-08",28.000098176,-82.551751551,0.5,"mg/L"
"21FLHILL_WQX-275","2021-09-08",27.930917642,-82.525368951,0.013,"mg/L"
"21FLHILL_WQX-46","2021-03-02",27.9904,-82.659302,0.013,"mg/L"
"21FLHILL_WQX-41","2021-09-07",27.937401,-82.565002,0.013,"mg/L"
"21FLHILL_WQX-32","2021-02-15",27.7932,-82.570702,0.018,"mg/L"
"21FLHILL_WQX-275","2021-01-06",27.930917642,-82.525368951,0.013,"mg/L"
"21FLHILL_WQX-274","2021-06-16",27.933006387,-82.528123178,0.036,"mg/L"
"21FLHILL_WQX-274","2021-02-03",27.933006387,-82.528123178,0.102,"mg/L"
"21FLHILL_WQX-275","2021-12-08",27.930917642,-82.525368951,0.033,"mg/L"
"21FLPDEM_WQX-06-03","2021-12-02",28.06832029,-82.722681537,0.23,"mg/L"
"21FLHILL_WQX-44","2021-08-11",27.9237,-82.480698,0.013,"mg/L"
"21FLPDEM_WQX-12-02","2021-03-16",28.020482621,-82.689550613,0.17,"mg/L"
"21FLHILL_WQX-620","2021-04-06",28.01197439,-82.57953644,0.017,"mg/L"
"21FLHILL_WQX-147","2021-08-25",27.981646767,-82.354791449,0.026,"mg/L"
"21FLCOSP_WQX-COSPE7-C2101","2021-02-11",27.750089987,-82.6199,0.01,"mg/L"
"21FLPDEM_WQX-E3-C-21-02","2021-03-31",27.923989988,-82.65074,0.01,"mg/L"
"21FLHILL_WQX-32","2021-12-14",27.7932,-82.570702,0.033,"mg/L"
"21FLPDEM_WQX-E2-C-21-04","2021-07-08",27.940420918,-82.7221398,0.01,"mg/L"
"21FLPDEM_WQX-RB-B-21-08","2021-12-01",27.827629988,-82.59903,0.01,"mg/L"
"21FLMANA_WQX-421","2021-06-23",27.576508301,-82.6524944,0.009,"mg/L"
"21FLHILL_WQX-82","2021-04-19",27.751101,-82.5718,0.013,"mg/L"
"21FLHILL_WQX-276","2021-03-03",27.928637347,-82.527111921,0.05,"mg/L"
"21FLHILL_WQX-276","2021-01-06",27.928637347,-82.527111921,0.013,"mg/L"
"21FLHILL_WQX-11","2021-04-13",27.812901,-82.478897,0.013,"mg/L"
"21FLPDEM_WQX-04-03","2022-01-26",28.086519704,-82.694069534,0.02,"mg/L"
"21FLMANA_WQX-FC1","2022-03-09",27.591070001,-82.55246,0.027,"mg/L"
"21FLHILL_WQX-172","2022-03-02",28.050272812,-82.633033094,0.084,"mg/L"
"21FLHILL_WQX-65","2022-02-01",27.945601,-82.694298,0.033,"mg/L"
"21FLHILL_WQX-133","2022-03-23",27.91500958,-82.40210067,0.033,"mg/L"
"21FLHILL_WQX-101","2022-03-02",28.0257081,-82.631640091,0.033,"mg/L"
"21FLHILL_WQX-71","2022-02-09",27.876499,-82.413803,0.033,"mg/L"
"21FLHILL_WQX-64","2022-02-01",27.979401,-82.683296,0.033,"mg/L"
"21FLPDEM_WQX-14-10","2022-01-20",27.974896612,-82.713297872,0.08,"mg/L"
"21FLPDEM_WQX-E3-A-22-01","2022-02-24",27.920809988,-82.67864,0.01,"mg/L"
"21FLHILL_WQX-19","2022-03-16",27.693399,-82.555901,0.033,"mg/L"
"21FLHILL_WQX-84","2022-03-16",27.729,-82.498703,0.033,"mg/L"
"21FLHILL_WQX-21","2022-03-16",27.6625,-82.563904,0.033,"mg/L"
"21FLPDEM_WQX-E2-C-22-02","2022-03-17",27.938509988,-82.7203,0.01,"mg/L"
"21FLPDEM_WQX-RB-A-22-02","2022-03-29",27.828879988,-82.60725,0.01,"mg/L"
"21FLHILL_WQX-62","2022-01-05",27.969999,-82.574303,0.033,"mg/L"
"21FLHILL_WQX-61","2022-02-01",27.9687,-82.562103,0.033,"mg/L"
"21FLHILL_WQX-28","2022-03-16",27.708401,-82.6092,0.033,"mg/L"
"21FLMANA_WQX-396","2022-02-23",27.591058301,-82.6217555,0.009,"mg/L"
"21FLHILL_WQX-70","2022-01-10",27.908899,-82.463203,0.033,"mg/L"
"21FLPDEM_WQX-E4-A-22-02","2022-03-21",27.907279988,-82.62708,0.01,"mg/L"
"21FLPDEM_WQX-19-08","2022-01-31",27.940658283,-82.759553237,0.73,"mg/L"
"21FLPDEM_WQX-W8-B-22-02","2022-03-14",27.638379988,-82.73356,0.01,"mg/L"
"21FLHILL_WQX-509","2022-01-04",28.157066,-82.5065,0.069,"mg/L"
"21FLHILL_WQX-158","2022-03-02",28.033874251,-82.621692449,0.095,"mg/L"
"21FLHILL_WQX-164","2022-03-02",27.989161566,-82.550578583,0.033,"mg/L"
"21FLHILL_WQX-606","2022-02-16",27.934442077,-82.33789342,0.033,"mg/L"
"21FLHILL_WQX-167","2022-01-25",27.792012346,-82.352245102,0.059,"mg/L"
"21FLHILL_WQX-73","2022-03-08",27.8281,-82.413101,0.033,"mg/L"
"21FLHILL_WQX-167","2022-03-23",27.792012346,-82.352245102,0.033,"mg/L"
"21FLHILL_WQX-22","2022-01-18",27.608101,-82.571198,0.033,"mg/L"
"21FLHILL_WQX-161","2022-03-02",28.065192969,-82.555084432,0.075,"mg/L"
"21FLHILL_WQX-92","2022-01-18",27.5737,-82.686798,0.033,"mg/L"
"21FLPDEM_WQX-14-07","2022-01-20",27.97991925,-82.69515344,0.01,"mg/L"
"21FLHILL_WQX-73","2022-01-10",27.8281,-82.413101,0.033,"mg/L"
"21FLHILL_WQX-629","2022-03-30",27.734666987,-82.3955,0.033,"mg/L"
"21FLMANA_WQX-202","2022-01-19",27.666536101,-82.5590666,0.009,"mg/L"
"21FLMANA_WQX-428","2022-03-29",27.552008301,-82.6717,0.009,"mg/L"
"21FLPDEM_WQX-14-02","2022-03-23",28.002870761,-82.721591983,0.01,"mg/L"
"21FLPDEM_WQX-LT-C-22-01","2022-02-17",28.146599988,-82.72076,0.01,"mg/L"
"21FLHILL_WQX-147","2022-03-23",27.981646767,-82.354791449,0.033,"mg/L"
"21FLPDEM_WQX-E2-D-22-01","2022-02-01",27.951129988,-82.68612,0.01,"mg/L"
"21FLHILL_WQX-11","2022-02-09",27.812901,-82.478897,0.033,"mg/L"
"21FLHILL_WQX-46","2022-01-05",27.9904,-82.659302,0.033,"mg/L"
"21FLHILL_WQX-80","2022-02-09",27.809601,-82.445999,0.033,"mg/L"
"21FLHILL_WQX-6","2022-01-10",27.889299,-82.477402,0.033,"mg/L"
"21FLHILL_WQX-52","2022-03-08",27.896999,-82.438202,0.033,"mg/L"
"21FLHILL_WQX-138","2022-02-21",27.915412114,-82.393396737,0.074,"mg/L"
"21FLHILL_WQX-13","2022-02-09",27.8118,-82.523201,0.033,"mg/L"
"21FLHILL_WQX-172","2022-02-02",28.050272812,-82.633033094,0.132,"mg/L"
"21FLHILL_WQX-7","2022-01-10",27.8589,-82.468597,0.033,"mg/L"
"21FLHILL_WQX-95","2022-03-16",27.6112,-82.694702,0.033,"mg/L"
"21FLHILL_WQX-80","2022-03-08",27.809601,-82.445999,0.033,"mg/L"
"21FLHILL_WQX-55","2022-01-10",27.8493,-82.431396,0.033,"mg/L"
"21FLHILL_WQX-9","2022-01-10",27.786501,-82.4272,0.033,"mg/L"
"21FLHILL_WQX-55","2022-03-08",27.8493,-82.431396,0.033,"mg/L"
"21FLHILL_WQX-109","2022-01-11",27.945806696,-82.401670251,0.033,"mg/L"
"21FLPDEM_WQX-RB-A-22-01","2022-02-03",27.848779988,-82.61169,0.01,"mg/L"
"21FLMANA_WQX-FC1","2022-02-08",27.591070001,-82.55246,0.009,"mg/L"
"21FLHILL_WQX-38","2022-02-01",27.8818,-82.577499,0.033,"mg/L"
"21FLPDEM_WQX-E3-A-22-02","2022-03-21",27.930729988,-82.64649,0.01,"mg/L"
"21FLHILL_WQX-144","2022-03-23",27.838021493,-82.381906957,0.033,"mg/L"
"21FLPDEM_WQX-E2-A-22-01","2022-02-01",27.946829988,-82.71918,0.01,"mg/L"
"21FLPDEM_WQX-06-06","2022-01-18",28.060904138,-82.710373178,0.01,"mg/L"
"21FLPDEM_WQX-W8-D-22-01","2022-02-01",27.671659988,-82.67053,0.01,"mg/L"
"21FLMANA_WQX-430","2022-02-23",27.527330501,-82.6095805,0.009,"mg/L"
"21FLMANA_WQX-421","2022-03-29",27.576508301,-82.6524944,0.009,"mg/L"
"21FLHILL_WQX-25","2022-01-18",27.662701,-82.6679,0.033,"mg/L"
"21FLMANA_WQX-386","2022-01-19",27.605986101,-82.6011666,0.009,"mg/L"
"21FLHILL_WQX-65","2022-03-01",27.945601,-82.694298,0.033,"mg/L"
"21FLHILL_WQX-8","2022-03-08",27.8524,-82.409302,0.033,"mg/L"
"21FLHILL_WQX-84","2022-02-22",27.729,-82.498703,0.033,"mg/L"
"21FLHILL_WQX-146","2022-01-19",28.054018478,-82.345253128,0.033,"mg/L"
"21FLHILL_WQX-9","2022-03-08",27.786501,-82.4272,0.033,"mg/L"
"21FLHILL_WQX-632","2022-03-30",27.82619967,-82.330491671,0.083,"mg/L"
"21FLHILL_WQX-32","2022-01-10",27.7932,-82.570702,0.033,"mg/L"
"21FLHILL_WQX-23","2022-01-18",27.666,-82.599197,0.033,"mg/L"
"21FLHILL_WQX-40","2022-03-01",27.9291,-82.587303,0.033,"mg/L"
"21FLHILL_WQX-608","2022-01-04",28.025649939,-82.507888416,0.049,"mg/L"
"21FLMANA_WQX-361","2022-01-19",27.628516601,-82.5919333,0.009,"mg/L"
"21FLPDEM_WQX-E4-B-22-01","2022-02-15",27.895839988,-82.63979,0.01,"mg/L"
"21FLHILL_WQX-28","2022-01-18",27.708401,-82.6092,0.033,"mg/L"
"21FLHILL_WQX-11","2022-03-08",27.812901,-82.478897,0.033,"mg/L"
"21FLPDEM_WQX-22-12","2022-01-24",27.915899381,-82.724936152,0.09,"mg/L"
"21FLHILL_WQX-141","2022-03-02",28.025818057,-82.581073024,0.033,"mg/L"
"21FLMANA_WQX-460","2022-01-19",27.516708301,-82.6853166,0.009,"mg/L"
"21FLPDEM_WQX-E4-C-22-02","2022-03-21",27.896729988,-82.60211,0.01,"mg/L"
"21FLPDEM_WQX-W8-C-22-02","2022-03-14",27.705169988,-82.68113,0.01,"mg/L"
"21FLMANA_WQX-452","2022-02-23",27.541277701,-82.7170555,0.009,"mg/L"
"21FLPDEM_WQX-E4-D-22-02","2022-03-21",27.890409988,-82.63425,0.01,"mg/L"
"21FLHILL_WQX-560","2022-03-30",27.905217,-82.401633,0.034,"mg/L"
"21FLHILL_WQX-63","2022-02-01",27.9676,-82.575996,0.033,"mg/L"
"21FLHILL_WQX-46","2022-02-01",27.9904,-82.659302,0.033,"mg/L"
"21FLHILL_WQX-51","2022-01-05",27.8902,-82.548798,0.033,"mg/L"
"21FLHILL_WQX-158","2022-01-03",28.033874251,-82.621692449,0.182,"mg/L"
"21FLHILL_WQX-68","2022-02-01",27.8519,-82.580803,0.033,"mg/L"
"21FLPDEM_WQX-W8-A-22-02","2022-03-14",27.700729988,-82.71859,0.01,"mg/L"
"21FLHILL_WQX-164","2022-02-02",27.989161566,-82.550578583,0.033,"mg/L"
"21FLHILL_WQX-96","2022-02-22",27.6378,-82.691002,0.033,"mg/L"
"21FLHILL_WQX-82","2022-01-18",27.751101,-82.5718,0.033,"mg/L"
"21FLPDEM_WQX-RB-B-22-01","2022-02-03",27.828719988,-82.59949,0.01,"mg/L"
"21FLMANA_WQX-MM","2022-03-09",27.573900001,-82.535967,0.102,"mg/L"
"21FLHILL_WQX-109","2022-03-07",27.945806696,-82.401670251,0.033,"mg/L"
"21FLHILL_WQX-42","2022-03-01",27.952801,-82.641602,0.033,"mg/L"
"21FLHILL_WQX-104","2022-02-02",27.981868039,-82.562595273,0.23,"mg/L"
"21FLHILL_WQX-16","2022-01-18",27.723801,-82.533798,0.033,"mg/L"
"21FLHILL_WQX-102","2022-01-03",28.010599,-82.607803,0.181,"mg/L"
"21FLHILL_WQX-96","2022-03-16",27.6378,-82.691002,0.033,"mg/L"
"21FLHILL_WQX-68","2022-01-05",27.8519,-82.580803,0.033,"mg/L"
"21FLHILL_WQX-101","2022-02-02",28.0257081,-82.631640091,0.033,"mg/L"
"21FLHILL_WQX-160","2022-03-02",28.065634446,-82.565816143,0.033,"mg/L"
"21FLHILL_WQX-169","2022-02-21",27.98045,-82.354367,0.065,"mg/L"
"21FLHILL_WQX-596","2022-03-30",27.8782129,-82.390359182,0.033,"mg/L"
"21FLPDEM_WQX-12-02","2022-01-18",28.020482621,-82.689550613,0.04,"mg/L"
"21FLHILL_WQX-16","2022-03-16",27.723801,-82.533798,0.033,"mg/L"
"21FLHILL_WQX-71","2022-01-10",27.876499,-82.413803,0.033,"mg/L"
"21FLMANA_WQX-459","2022-02-23",27.528827701,-82.7036111,0.009,"mg/L"
"21FLHILL_WQX-264","2022-03-22",27.682529,-82.496771,0.033,"mg/L"
"21FLHILL_WQX-81","2022-01-10",27.7813,-82.474098,0.033,"mg/L"
"21FLHILL_WQX-604","2022-01-31",28.004012429,-82.343427639,0.335,"mg/L"
"21FLHILL_WQX-142","2022-02-02",28.02681318,-82.538029707,0.171,"mg/L"
"21FLPDEM_WQX-RB-D-22-01","2022-02-03",27.852719988,-82.61765,0.01,"mg/L"
"21FLHILL_WQX-615","2022-01-31",27.977244,-82.365563,0.514,"mg/L"
"21FLHILL_WQX-52","2022-02-09",27.896999,-82.438202,0.033,"mg/L"
"21FLHILL_WQX-103","2022-02-02",27.997414662,-82.586513802,0.057,"mg/L"
"21FLHILL_WQX-264","2022-01-24",27.682529,-82.496771,0.033,"mg/L"
"21FLHILL_WQX-82","2022-03-16",27.751101,-82.5718,0.033,"mg/L"
"21FLPDEM_WQX-LT-A-22-01","2022-02-17",28.128259988,-82.72376,0.01,"mg/L"
"21FLHILL_WQX-622","2022-01-04",28.011733,-82.55,0.586,"mg/L"
"21FLHILL_WQX-32","2022-03-08",27.7932,-82.570702,0.033,"mg/L"
"21FLPDEM_WQX-E1-C-22-01","2022-02-01",28.024269988,-82.67038,0.01,"mg/L"
"21FLHILL_WQX-50","2022-02-01",27.918501,-82.537903,0.033,"mg/L"
"21FLHILL_WQX-141","2022-02-02",28.025818057,-82.581073024,0.163,"mg/L"
"21FLPDEM_WQX-W8-C-22-01","2022-02-01",27.657219988,-82.72236,0.01,"mg/L"
"21FLHILL_WQX-52","2022-01-10",27.896999,-82.438202,0.033,"mg/L"
"21FLPDEM_WQX-12-04","2022-03-23",28.015029708,-82.698968513,0.15,"mg/L"
"21FLMANA_WQX-425","2022-01-19",27.548272201,-82.6607333,0.009,"mg/L"
"21FLPDEM_WQX-19-02","2022-01-31",27.928402531,-82.74574933,0.03,"mg/L"
"21FLPDEM_WQX-E1-A-22-01","2022-02-01",27.991859988,-82.66624,0.03,"mg/L"
"21FLHILL_WQX-577","2022-03-30",27.897089834,-82.350400223,0.106,"mg/L"
"21FLHILL_WQX-51","2022-02-01",27.8902,-82.548798,0.033,"mg/L"
"21FLPDEM_WQX-E3-D-22-02","2022-03-21",27.917989988,-82.68338,0.01,"mg/L"
"21FLPDEM_WQX-04-03","2022-03-22",28.086519704,-82.694069534,0.02,"mg/L"
"21FLMANA_WQX-MM","2022-01-11",27.573900001,-82.535967,0.165,"mg/L"
"21FLPDEM_WQX-06-03","2022-03-23",28.06832029,-82.722681537,0.1,"mg/L"
"21FLPDEM_WQX-14-10","2022-03-24",27.974896612,-82.713297872,0.04,"mg/L"
"21FLMANA_WQX-432","2022-02-23",27.543100001,-82.6445527,0.009,"mg/L"
"21FLHILL_WQX-28","2022-02-22",27.708401,-82.6092,0.033,"mg/L"
"21FLMANA_WQX-422","2022-02-23",27.557483301,-82.6332166,0.009,"mg/L"
"21FLHILL_WQX-92","2022-02-22",27.5737,-82.686798,0.033,"mg/L"
"21FLHILL_WQX-60","2022-03-01",27.989901,-82.631599,0.033,"mg/L"
"21FLHILL_WQX-502","2022-01-04",27.985539157,-82.570194739,0.044,"mg/L"
"21FLPDEM_WQX-E4-A-22-01","2022-02-15",27.886829988,-82.60793,0.01,"mg/L"
"21FLHILL_WQX-13","2022-01-10",27.8118,-82.523201,0.033,"mg/L"
"21FLHILL_WQX-163","2022-02-02",28.000098176,-82.551751551,0.426,"mg/L"
"21FLHILL_WQX-91","2022-01-18",27.627899,-82.641502,0.033,"mg/L"
"21FLPDEM_WQX-06-03","2022-01-18",28.06832029,-82.722681537,0.2,"mg/L"
"21FLHILL_WQX-141","2022-01-03",28.025818057,-82.581073024,0.207,"mg/L"
"21FLPDEM_WQX-E5-D-22-01","2022-02-23",27.847729988,-82.59267,0.01,"mg/L"
"21FLHILL_WQX-171","2022-03-02",28.016539903,-82.533720655,0.033,"mg/L"
"21FLPDEM_WQX-RB-D-22-02","2022-03-29",27.827799988,-82.6008,0.01,"mg/L"
"21FLPDEM_WQX-E3-D-22-01","2022-02-24",27.935099988,-82.63966,0.01,"mg/L"
"21FLHILL_WQX-171","2022-02-02",28.016539903,-82.533720655,0.033,"mg/L"
"21FLHILL_WQX-102","2022-03-02",28.010599,-82.607803,0.04,"mg/L"
"21FLHILL_WQX-506","2022-01-04",28.085429176,-82.560239194,0.04,"mg/L"
"21FLHILL_WQX-19","2022-01-18",27.693399,-82.555901,0.033,"mg/L"
"21FLPDEM_WQX-E5-D-22-02","2022-03-29",27.840729988,-82.59212,0.01,"mg/L"
"21FLHILL_WQX-36","2022-01-05",27.859639427,-82.553440161,0.033,"mg/L"
"21FLHILL_WQX-508","2022-01-04",28.12824255,-82.543196433,0.033,"mg/L"
"21FLHILL_WQX-132","2022-01-25",27.835316135,-82.346139991,0.163,"mg/L"
"21FLHILL_WQX-42","2022-01-05",27.952801,-82.641602,0.033,"mg/L"
"21FLHILL_WQX-95","2022-01-18",27.6112,-82.694702,0.033,"mg/L"
"21FLMANA_WQX-464","2022-03-29",27.496036101,-82.6954416,0.009,"mg/L"
"21FLHILL_WQX-167","2022-02-21",27.792012346,-82.352245102,0.033,"mg/L"
"21FLPDEM_WQX-E2-D-22-02","2022-03-17",27.942549988,-82.69337,0.01,"mg/L"
"21FLHILL_WQX-22","2022-03-16",27.608101,-82.571198,0.033,"mg/L"
"21FLHILL_WQX-38","2022-03-01",27.8818,-82.577499,0.033,"mg/L"
"21FLPDEM_WQX-19-12","2022-01-31",27.940764272,-82.750583993,0.25,"mg/L"
"21FLHILL_WQX-109","2022-02-07",27.945806696,-82.401670251,0.033,"mg/L"
"21FLMANA_WQX-449","2022-03-29",27.545808301,-82.70095,0.009,"mg/L"
"21FLHILL_WQX-90","2022-03-16",27.625999,-82.591499,0.033,"mg/L"
"21FLHILL_WQX-101","2022-01-03",28.0257081,-82.631640091,0.033,"mg/L"
"21FLMANA_WQX-435","2022-03-29",27.533000001,-82.6668333,0.009,"mg/L"
"21FLHILL_WQX-22","2022-02-22",27.608101,-82.571198,0.033,"mg/L"
"21FLMANA_WQX-408","2022-01-19",27.547833301,-82.5991666,0.009,"mg/L"
"21FLPDEM_WQX-LT-B-22-01","2022-02-17",28.113369988,-82.73072,0.01,"mg/L"
"21FLMANA_WQX-658","2022-02-23",27.481116601,-82.6992861,0.009,"mg/L"
"21FLHILL_WQX-132","2022-02-21",27.835316135,-82.346139991,0.151,"mg/L"
"21FLHILL_WQX-144","2022-01-25",27.838021493,-82.381906957,0.078,"mg/L"
"21FLPDEM_WQX-E4-C-22-01","2022-02-15",27.914279988,-82.61491,0.01,"mg/L"
"21FLHILL_WQX-38","2022-01-05",27.8818,-82.577499,0.033,"mg/L"
"21FLPDEM_WQX-E2-B-22-02","2022-03-17",27.936689988,-82.71903,0.01,"mg/L"
"21FLHILL_WQX-264","2022-02-23",27.682529,-82.496771,0.033,"mg/L"
"21FLHILL_WQX-32","2022-02-09",27.7932,-82.570702,0.033,"mg/L"
"21FLHILL_WQX-633","2022-03-29",27.65387758,-82.490308474,0.13,"mg/L"
"21FLHILL_WQX-132","2022-03-23",27.835316135,-82.346139991,0.033,"mg/L"
"21FLHILL_WQX-36","2022-02-01",27.859639427,-82.553440161,0.033,"mg/L"
"21FLHILL_WQX-96","2022-01-18",27.6378,-82.691002,0.033,"mg/L"
"21FLHILL_WQX-133","2022-01-25",27.91500958,-82.40210067,0.83,"mg/L"
"21FLMANA_WQX-455","2022-01-19",27.535000001,-82.7313333,0.01,"mg/L"
"21FLHILL_WQX-6","2022-02-09",27.889299,-82.477402,0.033,"mg/L"
"21FLHILL_WQX-177","2022-03-07",27.9459,-82.379083,0.033,"mg/L"
"21FLHILL_WQX-104","2022-01-03",27.981868039,-82.562595273,0.128,"mg/L"
"21FLHILL_WQX-610","2022-01-04",28.084783499,-82.524696117,0.27,"mg/L"
"21FLPDEM_WQX-E1-D-22-01","2022-02-01",28.017079988,-82.68206,0.01,"mg/L"
"21FLPDEM_WQX-24-02","2022-01-24",27.912087245,-82.70025344,0.04,"mg/L"
"21FLHILL_WQX-164","2022-01-03",27.989161566,-82.550578583,0.033,"mg/L"
"21FLHILL_WQX-170","2022-02-02",28.035815479,-82.576648687,0.329,"mg/L"
"21FLHILL_WQX-11","2022-01-10",27.812901,-82.478897,0.033,"mg/L"
"21FLHILL_WQX-103","2022-01-03",27.997414662,-82.586513802,0.069,"mg/L"
"21FLHILL_WQX-628","2022-03-30",27.739116842,-82.418479356,0.033,"mg/L"
"21FLHILL_WQX-61","2022-03-01",27.9687,-82.562103,0.033,"mg/L"
"21FLPDEM_WQX-E1-B-22-01","2022-02-01",28.030249988,-82.67772,0.01,"mg/L"
"21FLPDEM_WQX-12-04","2022-01-18",28.015029708,-82.698968513,0.13,"mg/L"
"21FLHILL_WQX-163","2022-01-03",28.000098176,-82.551751551,0.327,"mg/L"
"21FLPDEM_WQX-E5-B-22-02","2022-03-29",27.867449988,-82.58978,0.01,"mg/L"
"21FLHILL_WQX-40","2022-02-01",27.9291,-82.587303,0.033,"mg/L"
"21FLHILL_WQX-631","2022-03-30",27.810346587,-82.327541942,0.148,"mg/L"
"21FLHILL_WQX-24","2022-01-18",27.5884,-82.619301,0.033,"mg/L"
"21FLHILL_WQX-590","2022-03-30",27.760521635,-82.399160644,0.297,"mg/L"
"21FLHILL_WQX-501","2022-01-04",27.962132449,-82.545728805,0.088,"mg/L"
"21FLPDEM_WQX-13-05","2022-03-23",27.997101304,-82.693879796,0.15,"mg/L"
"21FLPDEM_WQX-E1-B-22-02","2022-03-17",27.991319988,-82.67011,0.01,"mg/L"
"21FLHILL_WQX-91","2022-03-16",27.627899,-82.641502,0.033,"mg/L"
"21FLHILL_WQX-46","2022-03-01",27.9904,-82.659302,0.033,"mg/L"
"21FLHILL_WQX-9","2022-02-09",27.786501,-82.4272,0.033,"mg/L"
"21FLMANA_WQX-MM","2022-02-08",27.573900001,-82.535967,0.038,"mg/L"
"21FLHILL_WQX-160","2022-02-02",28.065634446,-82.565816143,0.088,"mg/L"
"21FLHILL_WQX-40","2022-01-05",27.9291,-82.587303,0.033,"mg/L"
"21FLHILL_WQX-147","2022-01-25",27.981646767,-82.354791449,0.033,"mg/L"
"21FLHILL_WQX-147","2022-02-21",27.981646767,-82.354791449,0.033,"mg/L"
"21FLHILL_WQX-110","2022-03-07",27.952464571,-82.370880114,0.083,"mg/L"
"21FLHILL_WQX-146","2022-03-15",28.054018478,-82.345253128,0.033,"mg/L"
"21FLHILL_WQX-41","2022-03-01",27.937401,-82.565002,0.033,"mg/L"
"21FLPDEM_WQX-06-06","2022-03-23",28.060904138,-82.710373178,0.01,"mg/L"
"21FLHILL_WQX-66","2022-02-01",27.927799,-82.639702,0.033,"mg/L"
"21FLHILL_WQX-64","2022-01-05",27.979401,-82.683296,0.033,"mg/L"
"21FLHILL_WQX-54","2022-01-11",27.9319,-82.432602,0.033,"mg/L"
"21FLHILL_WQX-8","2022-02-09",27.8524,-82.409302,0.033,"mg/L"
"21FLHILL_WQX-25","2022-02-22",27.662701,-82.6679,0.033,"mg/L"
"21FLHILL_WQX-24","2022-02-22",27.5884,-82.619301,0.033,"mg/L"
"21FLHILL_WQX-62","2022-03-01",27.969999,-82.574303,0.033,"mg/L"
"21FLHILL_WQX-63","2022-03-01",27.9676,-82.575996,0.033,"mg/L"
"21FLHILL_WQX-73","2022-02-09",27.8281,-82.413101,0.033,"mg/L"
"21FLPDEM_WQX-E3-B-22-01","2022-02-24",27.961279988,-82.6685,0.01,"mg/L"
"21FLMANA_WQX-FC1","2022-01-11",27.591070001,-82.55246,0.237,"mg/L"
"21FLHILL_WQX-170","2022-03-02",28.035815479,-82.576648687,0.221,"mg/L"
"21FLHILL_WQX-84","2022-01-18",27.729,-82.498703,0.033,"mg/L"
"21FLHILL_WQX-177","2022-01-11",27.9459,-82.379083,0.033,"mg/L"
"21FLHILL_WQX-62","2022-02-01",27.969999,-82.574303,0.033,"mg/L"
"21FLPDEM_WQX-E5-C-22-02","2022-03-29",27.862559988,-82.59362,0.01,"mg/L"
"21FLPDEM_WQX-E2-C-22-01","2022-02-01",27.960049988,-82.69933,0.01,"mg/L"
"21FLMANA_WQX-357","2022-02-23",27.649477701,-82.5784527,0.009,"mg/L"
"21FLHILL_WQX-95","2022-02-22",27.6112,-82.694702,0.033,"mg/L"
